text1,text2,base pred,trained pred,base label,trained label,truth
sequence,precedence,0.2389,0.6665,False,True,True
trickling,flow_from,0.1687,0.5234,False,True,True
to pull along the ground,underact,0.1897,0.06134,False,False,False
rumor,rumour,0.726,0.839,True,True,True
bird-brained,sufficiency,0.1467,-0.0969,False,False,False
sadness of parting,discernment,0.146,0.08484,False,False,False
"starring (in a film, play, etc.)","starring (in a film, play, etc.)",1.0,1.0,True,True,True
conclusion,middle,0.3157,0.0773,False,False,False
getting ready,native,0.1797,-0.006245,False,False,False
specialty,unbar,0.2296,-0.00825,False,False,False
to flit about,to fly past each other,0.3354,0.614,False,True,True
chance customer,mandatory retirement,0.00803,0.0246,False,False,False
to sell at a loss,consultation fee,-0.007763,0.0671,False,False,False
magnetographic printer,fisherman,0.1353,-0.012665,False,False,False
demote,white rat,0.2018,-0.02203,False,False,False
the next entry,beyond one's area of expertise,0.1476,0.0701,False,False,False
pick_over,stiffen,0.1373,-0.0919,False,False,False
to be usable,to be serviceable,0.5737,0.7935,True,True,True
equality,equal,0.854,0.746,True,True,True
concerning,chromatophore,0.046,-0.006977,False,False,False
sober,superficial,0.2683,0.1355,False,False,False
Organization of Arab Petroleum Exporting Countries,converse proposition,0.02782,-0.1365,False,False,False
torrent of criticism,torrent of criticism,1.0,1.001,True,True,True
worthless,metabolic syndrome,0.02934,-0.02205,False,False,False
aitchbone (meat),hip,0.2399,0.156,False,False,True
intolerance,becoming worthless,0.2437,0.3022,False,False,False
expected,maximum sentence,0.2489,-0.02486,False,False,False
intelligent,potentiometer,0.2277,0.002241,False,False,False
check (in chess),harmonic,0.06186,-0.00847,False,False,False
taking an unexpected opportunity,garden rock,0.06067,0.02818,False,False,False
harm,injury,0.4792,0.736,True,True,True
absolute requirement,large-scale disaster,0.10657,0.02228,False,False,False
avant-garde,another thing,0.1332,-0.0474,False,False,False
hectic schedule,tight schedule,0.73,0.875,True,True,True
taking care of everything,photo-processing waste,0.1921,0.0823,False,False,False
demand draft,to be complicated,0.1385,-0.2128,False,False,False
Kōhaku Uta Gassen,shallow,0.1393,-0.06647,False,False,False
to recall,elementary knowledge (of),0.2277,0.12085,False,False,False
artifact,laws of heredity,0.02347,0.0385,False,False,False
vocal,matting,0.2983,0.001813,False,False,False
Mrs,attend_to,0.2456,-0.0733,False,False,False
rakugo research society,clerical work,0.1552,-0.02582,False,False,False
to do for one,flower of chivalry (Bushido),0.1023,-0.0132,False,False,False
allopatry,Japan Institute of Management and Administration,0.0884,-0.0673,False,False,False
cracker,causing someone discomfort through strong odors,0.1337,0.03915,False,False,False
sales value,freeze,0.1252,0.03976,False,False,False
old master,one's mood while traveling (travelling),-0.0007386,-0.0475,False,False,False
actual bodily harm,well then,0.1572,-0.03787,False,False,False
literature,child at the breast,0.0707,-0.10535,False,False,False
Buddha's ashes,Buddhist scriptures,0.509,0.2686,True,False,False
candlestick (of a candlestick chart),dalasi,0.04214,-0.1428,False,False,False
Osaka University of Education,over-knee,0.05054,-0.01134,False,False,False
reportable markup error,"feedback (in an electronic circuit, biological system, etc.)",-0.02354,0.0958,False,False,False
thawing of the ground in spring,mining industry,0.0838,0.10376,False,False,False
expedient,incommodious,0.2793,-0.06177,False,False,False
gusto,gluten-free,0.0799,0.1495,False,False,False
hypersalivation,often,0.0707,-0.02449,False,False,False
"kanji ""person"" radical at top",flute with magical powers,0.0316,-0.02774,False,False,False
all seats occupied,fully occupied,0.5776,0.5312,True,True,True
to detune (e.g. instrument),match between fighters of different sports,-0.07404,-0.0724,False,False,False
origin,single-layer absorbent bathrobe (worn during or after a bath),0.04047,-0.078,False,False,False
to verify,error,0.3198,-0.0573,False,False,False
warrior fleeing the battlefield,old edition (of a book),0.0905,-0.0658,False,False,False
way of earning,liver cancer,0.05823,0.002552,False,False,False
drinking district,release number,0.07623,-0.0739,False,False,False
gang of three,gang of three,1.0,1.001,True,True,True
to a mush,irrelevance,0.186,-0.1586,False,False,False
choice goods,pyromaniac,0.09753,0.03052,False,False,False
call center,teach,0.2136,0.09735,False,False,False
ceremonial offering to the deities by the Emperor of newly-harvested rice,silent infection,-0.02098,-0.03017,False,False,False
paternal,merit,0.149,0.02469,False,False,False
camel cricket (Diestrammena apicalis),extended real number,-0.009544,-0.15,False,False,False
sense subject,sense object,0.7046,0.3657,True,False,False
inarticulate,inarticulate,1.0,1.001,True,True,True
dynamic defense,menacing,0.4224,0.0541,False,False,False
glad you could make it,young people,-0.00936,-0.03598,False,False,False
to lose,welfare,0.2908,-0.257,False,False,False
fair exchange,equivalent exchange,0.696,0.7686,True,True,True
curiously,leadership,0.1648,-0.2,False,False,False
substance,discontent,0.2776,0.00804,False,False,False
hypotonic contractions (during labor (labour)),slow labour,0.468,0.6567,True,True,True
henpecked husband,wave power,0.0975,-0.09894,False,False,False
study of classical Japanese literature and culture,person who is old enough (to know better),0.06976,-0.009384,False,False,False
roe deer (Capreolus capreolus),pagoda,0.02185,-0.1116,False,False,False
to fade,with one's eyes flashing,0.4148,-0.06464,False,False,False
indecent,consider a journey of 100 ri to be halfway completed at 90,-0.02122,-0.1646,False,False,False
worsening,moped bike,0.0742,-0.06573,False,False,False
respectable,ignore,0.2632,-0.04172,False,False,False
tight boxers,to play it safe,0.09705,0.03284,False,False,False
good morning,disarrange,0.1555,0.005924,False,False,False
to become overcautious from a bad experience,basking in the sun,0.1855,-2.42e-05,False,False,False
picture book,public funds,0.1656,-0.0538,False,False,False
chemical ooze,first meeting,0.1564,0.06696,False,False,False
slit,thin strip of bamboo,0.2178,0.3281,False,False,False
intellectual curiosity,pornographic book,0.2754,0.2478,False,False,False
red earth (i.e. containing cinnabar or minium),alternate recipient,0.03314,0.00747,False,False,False
wobbly,broken down,0.42,0.7505,False,True,True
International Congress of Pharmacology,initializing value,0.0653,0.2421,False,False,False
news (from someone),tidings,0.1135,0.7993,False,True,True
Mr.,have,0.2177,-0.1766,False,False,False
moisture resistance,I-know-how-it-is look,0.09503,-0.1217,False,False,False
rope ladder,monophony,0.1569,0.01355,False,False,False
custom order,inflammatory,0.0864,-0.03876,False,False,False
home plate,complex,0.2205,0.02383,False,False,False
jumper skirt,jumper skirt,1.001,1.001,True,True,True
consolidated net sales,short range,0.0679,-0.03445,False,False,False
fierce,terrible,0.317,0.5166,False,True,True
disobedient,"arcade game in which a crane is used to pick up stuffed toys, etc.",0.1475,0.01095,False,False,False
to give a good talking-to,Tricholoma bakamatsutake (species of mushroom),-0.01926,0.03763,False,False,False
filter paper,children,0.0952,0.0242,False,False,False
hiding place,hurrah,0.2231,-0.02757,False,False,False
to convert,non-ground-floor shop,0.02776,-0.06015,False,False,False
wearing a hat pushed back on one's head,to tell you the truth,0.10474,-0.1208,False,False,False
to go to one's heart,Asian woman working in Japan,-0.03238,-0.02988,False,False,False
one body,one body,1.0,1.0,True,True,True
top board,"background (of a scene, picture, etc.)",0.153,0.0962,False,False,False
increase,balance,0.364,0.2522,False,False,False
absurd,intelligent,0.3252,-0.0666,False,False,False
consort of a prince,consort of a duke,0.841,0.816,True,True,True
circular knitting machine,reverential feelings,0.02116,-0.11395,False,False,False
production target,dejected,0.1114,-0.1111,False,False,False
rivalry of local warlords,rivalry of local warlords,1.001,1.0,True,True,True
back,tryst,0.1917,0.003902,False,False,False
age,sea trout,0.19,-0.06168,False,False,False
ravine,glen,0.3513,0.761,False,True,True
center,to pass through,0.32,-0.04272,False,False,False
C shell,chief materials,0.1498,0.1865,False,False,False
knife pleat,accordion pleats,0.4395,0.7935,True,True,True
plain (truth),dishonest,0.4294,0.03998,False,False,False
consistency,rolling in (memory contents),0.1663,0.06696,False,False,False
to miss one's aim,rule,0.175,-0.2262,False,False,False
"out with the demon, in with fortune",dripper (e.g. for making coffee),-0.0095,-0.1149,False,False,False
deputy,spare,0.2283,0.6035,False,True,True
anhydride,inspection visit,0.01642,-0.0728,False,False,False
altruistic,money talks,0.2155,-0.0983,False,False,False
jerkingly,odd,0.3113,0.07904,False,False,False
pull_in,outdoing,0.2969,0.3423,False,False,False
French sleeve,data value,0.0464,-0.00805,False,False,False
me,pull_out,0.1033,0.02737,False,False,False
20-point card,dark,0.1421,-0.01656,False,False,False
real economic growth rate,carrying,-0.02095,-0.1144,False,False,False
complete revocation,pressure,0.09955,0.03146,False,False,False
grass verge,pipa (Pipa pipa),0.08813,0.2637,False,False,False
worry,taking every possible precaution,0.2245,0.3555,False,False,False
anamorphic format (DVD),retreat,-0.0652,-0.0639,False,False,False
having no make-up,tango (dance),0.1676,0.00636,False,False,False
sign supported speech,CD Video (format),0.014244,0.3865,False,False,False
ylang-ylang (Cananga odorata),to weave,0.1416,0.1132,False,False,False
great person whose talent is hidden under a bushel,people who have no kith or kin,0.163,0.2432,False,False,False
champion of children's sumo,"food (esp. chicken and vegetables) boiled in plain water (or sometimes dashi, etc.) and served with dipping sauce (esp. ponzu)",0.1516,0.03009,False,False,False
bizarre,concentric,0.1757,-0.1372,False,False,False
harsh,ultrasound scan,0.02252,0.05573,False,False,False
Dharmakara Bodhisattva,move_over,-0.005558,-0.02332,False,False,False
break_up,to push out,0.2566,-0.1458,False,False,False
satisfactory,disallow,0.1895,-0.05557,False,False,False
trickling brook,survey results,0.0628,-0.05655,False,False,False
wearing one's hair up with a hairpin (type of hairstyle used by court ladies),"Metal Rooster (58th term of the sexagenary cycle, e.g. 1921, 1981, 2041)",0.1121,0.1744,False,False,False
gyrfalcon (Falco rusticolus),rime,0.2019,0.2179,False,False,False
to be aflutter,to be unsettled,0.4807,0.7017,True,True,True
to forfeit,steam train,0.1445,-0.05457,False,False,False
deprecating language,meanness,0.2328,0.2676,False,False,False
object program,heading,0.175,0.09796,False,False,False
soothe,short spear,0.0959,-0.1185,False,False,False
digital art,speech mixing words from two languages,0.04092,0.0347,False,False,False
self-appointed enforcer of business closure and stay-at-home requests during the COVID-19 pandemic,relieved,0.03387,0.0010605,False,False,False
recovery room (in a hospital),drive_away,0.08746,-0.005432,False,False,False
visitor,momentous (crucial) decision,0.108,-0.1226,False,False,False
sweet red-bean soup with mochi,meaningless,0.1011,-0.02353,False,False,False
American person,arithmetic,0.0804,-0.01544,False,False,False
boarding kennel,raphe nuclei,-0.07587,0.003393,False,False,False
someone's letter,spell,0.43,0.1715,False,False,False
certainly,inessential,0.2001,-0.0735,False,False,False
key,time,0.378,0.392,False,False,True
any and every thing,to creep out of,0.1252,-0.0638,False,False,False
trumpet shell,HapMap,0.1603,0.0917,False,False,False
limit,dodecaphony,0.1271,-0.0661,False,False,False
(degree of) public interest in forthcoming event or performance,advance reviews,0.1561,0.4524,False,True,True
textile industry,adding,0.010735,-0.0479,False,False,False
display board,notice board,0.476,0.629,True,True,True
carry-over stock,duration of a single mental event (about 1/75 second),-0.004055,0.04395,False,False,False
decrement,Nippon Sport Science University (abbr),0.00402,0.02058,False,False,False
on the grounds that ...,roadside,0.1667,0.000918,False,False,False
extraneous,Three Sovereigns and Five Emperors (mythological rulers of ancient China),0.07056,-0.1628,False,False,False
winter bud,imprecisely,0.1438,-0.0326,False,False,False
concise communication,residential mortgage-backed security,0.013504,-0.0228,False,False,False
sheathed,coulisse (of a sword blade),0.4373,0.2937,True,False,False
to become over-excited,(intended) for children,0.2478,-0.05872,False,False,False
unprepared,being very popular,0.2473,0.1956,False,False,False
possession,possession,1.0,1.0,True,True,True
lifestyle,feast,0.2847,0.4062,False,False,False
usual,literature,0.1283,0.0724,False,False,False
honorary consul,heavy,0.11096,-0.03079,False,False,False
university town,college town,0.8613,0.9014,True,True,True
beautiful place,female delinquent,0.1273,-0.05408,False,False,False
telekinesis,national railway,0.1005,-0.08765,False,False,False
travelling,stay,0.35,0.3728,False,False,False
to make (a speech),don't you ever come here again!,0.09125,0.0643,False,False,False
distinctiveness,to be blessed with,0.275,-0.1495,False,False,False
to go into hiding,blood poisoning,0.07043,0.03214,False,False,False
erratic,wow,0.1558,-0.0818,False,False,False
snapshot (photograph),children,0.1108,0.1387,False,False,False
thud thud (esp. footsteps),scythe,0.2583,0.3586,False,False,False
northern limit (esp. of the distribution of a plant or animal),"Hokuriku region (of Honshu; incl. Niigata, Toyama, Ishikawa and Fukui prefectures)",0.06836,-0.002325,False,False,False
scarlet,stun gun,0.2067,-0.05023,False,False,False
bookshelf,spot-sale price,0.108,-0.0893,False,False,False
impotent,baking a protective layer of oil onto the surface of cookware,-0.05585,-0.1035,False,False,False
manual,operating instructions,0.556,0.6855,True,True,True
stand_up,without a holiday,0.1649,0.241,False,False,False
peculiar person,hush_up,0.1942,-0.126,False,False,False
to stick,Jansenism,0.1357,-0.02617,False,False,False
underling,minor player,0.1997,0.5806,False,True,True
which one (esp. of two alternatives),salve,0.11926,0.0405,False,False,False
recuperation,recuperation,1.001,1.0,True,True,True
wick,Persian cat,0.0766,0.1818,False,False,False
atonicity,put_off,0.1979,-0.0531,False,False,False
heir(s) apparent (royal succession),to turn one's back on,0.02284,-0.0592,False,False,False
someone else's problem,Eutriconodonta,0.1334,0.01325,False,False,False
sports column,kill_off,0.1026,-0.0394,False,False,False
run_off,excelling,0.154,0.3508,False,False,False
openhearted,to perform,0.11615,-0.0402,False,False,False
cold,tall,0.3325,0.2441,False,False,False
much-discussed,department,0.1166,-0.1119,False,False,False
to curl (a ball),to curl (a ball),1.0,0.9995,True,True,True
irresponsible talk,raster (scanning pattern),-0.07306,-0.1553,False,False,False
backward-twisting overarm throw,genius,0.2036,0.00436,False,False,False
to piece together,hiding,0.215,-0.1547,False,False,False
"Shokuhō period (i.e. the Azuchi-Momoyama period, approx. 1568-1600)",steam bath,0.0943,0.1987,False,False,False
on the grounds that ...,to be the leader of a group of juvenile delinquents,0.177,-0.05084,False,False,False
"oh, I see",green tea,0.03079,0.1774,False,False,False
lethargic,built house,0.0759,0.03674,False,False,False
line,enquiry,0.2727,0.11224,False,False,False
blockhead,three-base hit,0.261,0.07135,False,False,False
flesh fly (any fly of family Sarcophagidae),to charge,0.04257,0.1112,False,False,False
cordial,disrespectful,0.2642,-0.1247,False,False,False
drooling,slobber_over,0.2166,0.6284,False,True,True
cosine,old remaining customs,0.0911,-0.0897,False,False,False
another person,docile,0.1755,0.01223,False,False,False
garbage truck,windbreak (screen),0.00808,-0.0155,False,False,False
ranking,young and energetic,0.1818,-0.03842,False,False,False
coarse,to throw off (clothes),0.2047,-0.001864,False,False,False
maximum amount of money,a moment ago,-0.010635,-0.03687,False,False,False
to become violent,bosom buddy,0.1167,-0.0787,False,False,False
spindly,weak,0.2764,0.4856,False,True,True
habitual drinking,shut it!,0.0725,-0.159,False,False,False
cage filled with stones,classic example,0.1609,-0.0449,False,False,False
current link set,counteractive,0.1201,-0.06506,False,False,False
nice,waning half-moon,0.10565,-0.0008492,False,False,False
aperture,begin,0.231,-0.04874,False,False,False
open hand,systolic array,-0.0508,0.04132,False,False,False
(security) guard,tea caddy,0.07245,-0.0425,False,False,False
public money,European starling (Sturnus vulgaris),-0.01275,0.0244,False,False,False
autodysomophobia,to uncork a bottle,0.02936,-0.0817,False,False,False
indefinite,total number of discarded cells,0.0974,0.03937,False,False,False
SAD,publicly owned,0.2124,-0.04007,False,False,False
infamy,reorganizing an industry or enterprise and weeding out redundant workers,0.06604,-0.053,False,False,False
primary,to win favor,0.2155,-0.03632,False,False,False
full to the brim with water,detestable,0.0647,-0.04404,False,False,False
waste of time,IH,0.185,0.04303,False,False,False
contraindication,blackmail,0.279,0.4412,False,True,False
personal virtues,precedented,0.1343,0.08936,False,False,False
materials,materials,1.0,1.0,True,True,True
field,unusual bridge,0.2188,0.05225,False,False,False
to hit (e.g. one's head),to hit (e.g. one's head),1.001,1.0,True,True,True
foolish,widow (one or more lines separated from the rest of the preceding passage by page or column break),0.0445,-0.0292,False,False,False
ectomorphic,chloroacetophenone,0.259,0.0777,False,False,False
to jump ahead,workgroup,0.1294,-0.0782,False,False,False
one's personal view,spring rain,0.088,-0.0192,False,False,False
gold leaf,croup,0.10675,0.2305,False,False,False
whim,whim,1.001,1.0,True,True,True
carnal desire,steadily,0.2423,-0.02724,False,False,False
mikoshi,research material,0.104,-0.1632,False,False,False
origins,strolling,0.1284,-0.05576,False,False,False
autotherapy,detectable element,0.03714,-0.0529,False,False,False
polyidrosis,polyidrosis,1.0,0.9995,True,True,True
economic pain,economic factor,0.4827,0.2683,True,False,False
student loan,to have one's secrets blown,0.003096,-0.1578,False,False,False
to receive something (usu. an unfavourable event),avascular necrosis,0.1282,0.1163,False,False,False
tobacco money,to be driven into a corner,0.0883,-0.1289,False,False,False
to ogle,data storage,0.08716,0.1414,False,False,False
shoal,to lie (buried),0.07794,-0.001556,False,False,False
counselling service (counseling),plain,0.0786,-0.126,False,False,False
8th day of the month,going in the opposite direction,0.09125,0.0495,False,False,False
(running) with a clatter,noisily,0.0661,0.6484,False,True,True
bunion,low blood pressure,0.0833,-0.03967,False,False,False
baggy look,baggy look,0.9995,1.0,True,True,True
to supply,keep_quiet,0.1299,0.08234,False,False,False
exceedingly,unwavering (e.g. support),0.1094,0.1854,False,False,False
pass_around,frequency shift keying,0.01944,-0.00654,False,False,False
to understand,Japanese birch,0.1409,0.10394,False,False,False
army,number of soldiers,0.511,0.7104,True,True,True
ARS,TEN,0.1997,0.242,False,False,False
vegetable wax,get_up,0.0205,-0.02666,False,False,False
to drop,office of a retired emperor,0.0995,0.0783,False,False,False
to make consistent,1st course at a banquet,0.1566,-0.06573,False,False,False
(political) party convention,excitedly,0.1758,0.001266,False,False,False
program manager,aside,0.1062,-0.079,False,False,False
well-made,disposable income,0.0607,0.088,False,False,False
olive brown,antique,0.2795,0.0602,False,False,False
death,to become attached (to),0.1829,-0.10925,False,False,False
nerd,enthusiast,0.3323,0.679,False,True,True
youth,youth hostel,0.6187,0.4016,True,False,False
"top board (of a table, counter, etc.)",pigtails,0.172,0.0874,False,False,False
to be projected,stay-at-home dad,0.04086,-0.1328,False,False,False
finally,finally,0.9995,0.9995,True,True,True
special city,direct-controlled municipality,0.3757,0.5234,False,True,True
fully,fully,1.001,1.001,True,True,True
look,listen_in,0.1733,0.6753,False,True,True
handcuffs,stay,0.1311,0.09143,False,False,False
single-company balance sheet,breaking down antiquated notions,-0.004112,-0.1643,False,False,False
if you don't mind,if you like,0.6567,0.8115,True,True,True
shooting,shoot_up,0.627,0.7417,True,True,True
character set,unsatisfactory,0.1365,-0.012115,False,False,False
Indo-Pacific tarpon (Megalops cyprinoides),nonsignificant,-0.02284,-0.0702,False,False,False
interval,disparity in technology,0.1433,0.2534,False,False,False
"acoustic (instrument, music, etc.)",illegal street racing,0.0003636,-0.06604,False,False,False
superlative,reparation,0.089,-0.2006,False,False,False
dead center (of a baseball bat),money transferred,0.06097,-0.10376,False,False,False
printing,publishing,0.4585,0.735,True,True,True
type of football played by courtiers in ancient Japan,Furmint (wine grape variety),0.02081,-0.04514,False,False,False
c'mon,the lion's share,0.1726,0.02365,False,False,False
rolling over,turning over,0.6104,0.7295,True,True,True
loyalist to the emperor,adulterous lover,0.1725,-0.153,False,False,False
neutrino star,inappropriate,0.0762,-5.895e-05,False,False,False
sonic,OKICA (payment system),0.06067,-0.0389,False,False,False
notice,crunchy,0.2126,-0.1022,False,False,False
man,husband,0.3848,0.4163,False,False,False
intense,unfledged,0.2952,0.1136,False,False,False
(coming to) nothing,distress,0.244,0.2788,False,False,False
sect,sect,1.0,1.001,True,True,True
leave,Shimonoseki bombardment,0.11597,-0.04846,False,False,False
photograph giving only an impression of something,illegibility,0.12274,0.0622,False,False,False
technical college,anti-de Sitter space,0.06027,-0.0321,False,False,False
failure to pay back one's debt,asymmetry,0.0873,0.0687,False,False,False
defensive-only,to rip off,0.1564,-0.1671,False,False,False
insight,bamboo shield used for defending against projectiles in battle,0.004074,0.03778,False,False,False
Quakers,timidity,0.26,0.01299,False,False,False
snowboarding,begrudge,0.1893,-0.1335,False,False,False
play_down,Cyrillic,0.1914,-0.05737,False,False,False
untidy,affixed,0.2365,-0.0312,False,False,False
native,restorative,0.2402,0.0372,False,False,False
civil law,section,0.2566,0.01848,False,False,False
dried vegetables,shield,0.0467,-0.015305,False,False,False
Anthozoa (class of cnidarians),Coralliidae (family of corals),0.4775,0.2883,True,False,False
throwing flower petals over the bride and groom after exchanging of vows,tiger's den,-0.06088,-0.03049,False,False,False
knob,(family) finances,0.06305,0.1143,False,False,False
hackneyed,childish,0.2766,0.39,False,False,False
process,agency,0.3225,0.3525,False,False,True
remorseful,apologetic,0.5425,0.8364,True,True,True
to neglect,to neglect,1.0,1.0,True,True,True
unkind,measure_up,0.1578,0.04175,False,False,False
angel's feathered robe,slide rule,0.07837,0.08673,False,False,False
weak point,flaw,0.2837,0.761,False,True,True
excimer,swapping out,0.1711,0.2966,False,False,False
pan-pan girl,alt text,0.0451,-0.01327,False,False,False
fever epidemic,part_with,0.10034,-0.02184,False,False,False
poor result,to master,0.181,-0.1996,False,False,False
thickly,too much,0.3386,0.524,False,True,True
coherent,Dublin Bay prawn,0.1774,0.03397,False,False,False
chocolate dip damsel,intussusception,0.03244,-0.1431,False,False,False
comparatively,Christian era,0.1665,0.0415,False,False,False
as you know,imported vehicle,0.0992,0.01955,False,False,False
therefore,going to and fro,0.196,-0.1076,False,False,False
call_forth,band pass filter,0.02449,0.0555,False,False,False
to accept a challenge,Hawaiian surgeonfish,0.08124,0.117,False,False,False
inessential,be_born,0.2979,-0.02281,False,False,False
small hiding place,Sogetsu school of flower arrangement,0.1593,-0.01488,False,False,False
to give one's life,weak point (to take advantage of),0.0785,-0.0962,False,False,False
part_with,imperial conveyance,0.0826,-0.0824,False,False,False
shady,shady,0.9995,1.0,True,True,True
red-tailed hawk (Buteo jamaicensis),hydroscope,0.00829,-0.1096,False,False,False
especially,determinant,0.1138,-0.12103,False,False,False
to drink together,"three wise monkeys (who ""see no evil, hear no evil, and speak no evil"")",0.1224,0.1283,False,False,False
look_back,having the gift of gab,0.0598,0.00954,False,False,False
tightly,unblock,0.2035,0.0851,False,False,False
to contemplate,to think over,0.3997,0.839,False,True,True
you,buddy,0.358,0.694,False,True,True
Securities and Exchange Act,allopatry,-0.0409,-0.01735,False,False,False
too short,square,0.3367,0.3347,False,False,False
displease,published,0.1846,0.0705,False,False,False
Apatosaurus,better,0.1603,0.01183,False,False,False
to be beneficial,is that so?,0.154,-0.001364,False,False,False
main office,Rhodophyta,0.227,-0.03897,False,False,False
partly,humility,0.1353,0.1442,False,False,False
mind and body,straw-thatched roof,0.1046,-0.0845,False,False,False
latency,layer two tunneling protocol,0.12354,-0.01066,False,False,False
inexperienced,initiation ceremony,0.202,0.07355,False,False,False
posting,affectation,0.248,0.329,False,False,False
devouring,devouring,1.0,1.001,True,True,True
one's true worth,personal loan,0.0542,0.04108,False,False,False
street prostitute,streetwalker,0.5312,0.7837,True,True,True
compensation liability,to bother (someone),0.1416,0.16,False,False,False
"to draw on (one's savings, etc.) little by little",jet engine,0.06134,-0.1222,False,False,False
(doing things) one's own way (esp. in an inconsiderate manner),the emperor's personal inspection,0.2542,0.289,False,False,False
alligator,coarse,0.2062,-0.07135,False,False,False
safety net,to leave one's seat,0.2678,0.202,False,False,False
current strength,seal shop,0.009094,-0.2448,False,False,False
contract price,off-grid,0.051,-0.04837,False,False,False
trisection,wrestler of the third highest rank,0.1616,0.0794,False,False,False
close-cropped hair,every year,0.06247,0.002905,False,False,False
making up,monotonicity,0.1505,-0.03452,False,False,False
outplacement,step_out,0.4521,0.1403,True,False,False
dear me!,one's country of assignment (e.g. for an ambassador),0.0469,0.06866,False,False,False
confection of sweetened beans wrapped in wheat-flour dough (in the shape of a sword guard),"to include (a season word, place name, etc.) in a poem",0.085,-0.1055,False,False,False
OIU,fresh,0.246,-0.0107,False,False,False
Gore-Tex,pungent smell,0.1617,0.0477,False,False,False
natural emergence (of a hot spring),inaction,0.1453,0.1307,False,False,False
(voter) base,abnormal,0.0478,-0.005806,False,False,False
sending back,return to sender,0.554,0.7563,True,True,True
to be enriched (of one's heart),surprise visit,0.1001,-0.1707,False,False,False
era during 1960s dominated by grand champions Taiho and Kashiwado,experienced,0.0619,-0.00928,False,False,False
amazingly,alarmingly,0.362,0.6577,False,True,True
to mess around,mountain,0.06256,-0.145,False,False,False
merry,meagerly,0.0979,-0.134,False,False,False
weekly candlestick,squash,0.0353,-0.08936,False,False,False
anodized aluminum,quality check,0.10156,0.07043,False,False,False
feigned innocence,put-on,0.1613,0.6587,False,True,True
wainscoting,compass north,0.0877,0.04126,False,False,False
ornament,inner ring (e.g. washer),0.1823,0.02225,False,False,False
recall,lower rank,0.1719,-0.07794,False,False,False
purity,unofficial,0.1957,-0.16,False,False,False
spiral line,spiral line,1.0,1.001,True,True,True
Southern Cross (asterism formed with the brightest four stars of the constellation Crux),unspoiled,0.01301,0.10046,False,False,False
to fall,to fall,1.0,1.0,True,True,True
acting as guide,living hell,0.1725,-0.0923,False,False,False
apomixis (seed development without fertilization),catch of fish,0.03903,0.0637,False,False,False
presentation,private,0.2725,0.04382,False,False,False
competent,frivolous,0.155,-0.2451,False,False,False
to migrate,(Earth's) core,0.178,-0.1234,False,False,False
thoughtless,deportation,0.2515,0.0427,False,False,False
decent,incomplete,0.325,-0.09924,False,False,False
stronghold,inner citadel,0.5093,0.7427,True,True,True
incapacity,gaol,0.2119,0.03665,False,False,False
to lay down,ow,0.1918,-0.1294,False,False,False
tonic,initialization,0.1338,-0.04117,False,False,False
aid,housekeeping (service),0.1447,0.2627,False,False,False
grease,grease,1.001,1.0,True,True,True
vignette,physicality,0.2216,0.1221,False,False,False
advance,fall_back,0.26,-0.1294,False,False,False
sharp,soft-boiled egg,0.2211,-0.0352,False,False,False
clapping with wooden clappers (to signal the beginning or end of a performance),site of a bloody battle,0.06525,0.1334,False,False,False
fortunately,horse entered in a race,0.08734,-0.0568,False,False,False
brilliant,subscription,0.1947,-0.0202,False,False,False
(article of) folk craft,fixed domicile resident,0.11707,-0.1091,False,False,False
scoop (e.g. of icecream),unclear,0.11536,-0.0942,False,False,False
snow clearing,An Essay on Man (poem by Alexander Pope),0.01093,-0.0813,False,False,False
I don't care,who cares?,0.525,0.6313,True,True,True
disassembly,rising and falling (of fortune),0.0517,0.1334,False,False,False
to stick out,medical corps,0.11957,-0.0805,False,False,False
WorldSkills Competition,imaginary,0.1307,0.02344,False,False,False
to award,loser,0.2773,-0.0676,False,False,False
splatter movie,hushing up a problem,0.11926,-0.07733,False,False,False
letter case (carried by a messenger),"gaining (in prestige, etc.) from being named in a love rumor",0.2245,0.02359,False,False,False
being slightly older,book printed from woodblocks,0.01093,-0.003508,False,False,False
only that,no more than that,0.559,0.828,True,True,True
health food,head cheerleader,0.04166,-0.02907,False,False,False
web crawler,web crawler,1.001,1.0,True,True,True
the last drop makes the cup run over,floating body,0.1848,-0.12354,False,False,False
gather_up,very unskillful,0.1536,-0.06726,False,False,False
branch roads,pitch that hits the batter,0.0978,0.086,False,False,False
geographic subspecies,put_back,-0.01449,0.1306,False,False,False
puzzling,puzzle_over,0.4446,0.8247,True,True,True
Diet member who comes from a family of politicians,fishing household,0.2947,0.2081,False,False,False
giant slalom,pulling overarm throw,0.304,0.1943,False,False,False
"electric blue (colour, color)",sleeping face,0.0315,0.06683,False,False,False
palpebra,management of one's livelihood,-0.0406,-0.1344,False,False,False
workman's apron,workman's apron,1.001,1.0,True,True,True
uncleanliness,restful,0.3948,-0.1738,False,False,False
insignificant amount,sparrow tears,0.05017,0.4536,False,True,True
inferior grade,new,0.1394,0.2042,False,False,False
one's view of life,boycott,0.1655,-0.1272,False,False,False
going in and out of style,one's Sunday best,0.1908,0.0932,False,False,False
attending on (one's superior) in the same carriage,leader without real power,0.06836,-0.05133,False,False,False
for kimonos: at least 10 m in length,sulcus,0.10406,0.0842,False,False,False
